"FishID","fish_id","gra_2002","gra_2003","gra_2004","gra_2005","gra_2006","gra_2007","gra_2008","gra_2009","gra_2010","gra_2011","gra_2012","gra_2013","gra_2014","gra_2015","gra_2016","gra_2017","gra_2018","gra_2019","gra_2020","gra_2021"
211685,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211686,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211688,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211689,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211690,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211691,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211692,67,0.0241935483870968,0.0403225806451613,0.0564516129032258,0.0564516129032258,0.032258064516129,0.0725806451612903,0.137096774193548,0.0725806451612903,0.120967741935484,0.0725806451612903,0.0806451612903226,0.0645161290322581,0.0564516129032258,0.0645161290322581,0.0564516129032258,0.0403225806451613,0.0725806451612903,0.129032258064516,0.0645161290322581,0.0483870967741935
211693,68,0.079646017699115,0.132743362831858,0.176991150442478,0.185840707964602,0.185840707964602,0.212389380530973,0.230088495575221,0.20353982300885,0.221238938053097,0.194690265486726,0.150442477876106,0.115044247787611,0.141592920353982,0.150442477876106,0.150442477876106,0.132743362831858,0.150442477876106,0.176991150442478,0.168141592920354,0.20353982300885
211694,69,0.0260869565217391,0.0347826086956522,0.0347826086956522,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0434782608695652,0.0434782608695652,0.0260869565217391,0.0434782608695652,0.0521739130434783,0.0521739130434783,0.0521739130434783,0.0521739130434783
211695,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211696,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211697,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211698,73,0,0,0,0,0,0,0.0087719298245614,0,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0
211699,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211700,75,0,0,0,0,0,0,0,0.00833333333333333,0.00833333333333333,0,0,0,0,0,0,0,0,0,0,0
211701,76,0.0087719298245614,0,0,0,0,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0
212056,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212057,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212101,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212102,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212103,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212104,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212107,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212108,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212109,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
